Country,Pollution_Label,Pollution_Index,Pollution_Qualifier
Ecuador,Dirty and Untidy,"54.08
Moderate",Moderate
Ecuador,Noise and Light Pollution,"56.85
Moderate",Moderate
Ecuador,Water Pollution,"56.53
Moderate",Moderate
Ecuador,Dissatisfaction with Spending Time in the City,"48.25
Moderate",Moderate
Ecuador,Dissatisfaction with Green and Parks in the City,"36.68
Low",Low
Egypt,Air Pollution,"73.07
High",High
Egypt,Drinking Water Pollution and Inaccessibility,"56.79
Moderate",Moderate
Egypt,Dissatisfaction with Garbage Disposal,"81.58
Very High",Very High
Egypt,Dirty and Untidy,"76.09
High",High
Egypt,Noise and Light Pollution,"65.43
High",High
Egypt,Water Pollution,"71.14
High",High
Egypt,Dissatisfaction with Spending Time in the City,"67.40
High",High
Egypt,Dissatisfaction with Green and Parks in the City,"73.47
High",High
El_Salvador,Air Pollution,"65.62
High",High
El_Salvador,Drinking Water Pollution and Inaccessibility,"58.33
Moderate",Moderate
El_Salvador,Dissatisfaction with Garbage Disposal,"67.31
High",High
El_Salvador,Dirty and Untidy,"71.15
High",High
El_Salvador,Noise and Light Pollution,"56.48
Moderate",Moderate
El_Salvador,Water Pollution,"69.00
High",High
El_Salvador,Dissatisfaction with Spending Time in the City,"60.00
High",High
El_Salvador,Dissatisfaction with Green and Parks in the City,"63.89
High",High
Equatorial_Guinea,Air Pollution,"46.43
Moderate",Moderate
Equatorial_Guinea,Drinking Water Pollution and Inaccessibility,"57.14
Moderate",Moderate
Equatorial_Guinea,Dissatisfaction with Garbage Disposal,"60.71
High",High
Equatorial_Guinea,Dirty and Untidy,"57.14
Moderate",Moderate
Equatorial_Guinea,Noise and Light Pollution,"64.29
High",High
Equatorial_Guinea,Water Pollution,"42.86
Moderate",Moderate
Equatorial_Guinea,Dissatisfaction with Spending Time in the City,"50.00
Moderate",Moderate
Equatorial_Guinea,Dissatisfaction with Green and Parks in the City,"60.71
High",High
Eritrea,Air Pollution,"0.00
Very Low",Very Low
Eritrea,Drinking Water Pollution and Inaccessibility,"25.00
Low",Low
Eritrea,Dissatisfaction with Garbage Disposal,"0.00
Very Low",Very Low
Eritrea,Dirty and Untidy,"25.00
Low",Low
Eritrea,Noise and Light Pollution,"0.00
Very Low",Very Low
Eritrea,Water Pollution,"25.00
Low",Low
Eritrea,Dissatisfaction with Spending Time in the City,"25.00
Low",Low
Eritrea,Dissatisfaction with Green and Parks in the City,"50.00
Moderate",Moderate
Estonia,Air Pollution,"12.55
Very Low",Very Low
Estonia,Drinking Water Pollution and Inaccessibility,"10.04
Very Low",Very Low
Estonia,Dissatisfaction with Garbage Disposal,"20.64
Low",Low
Estonia,Dirty and Untidy,"17.60
Very Low",Very Low
Estonia,Noise and Light Pollution,"31.09
Low",Low
Estonia,Water Pollution,"16.00
Very Low",Very Low
Estonia,Dissatisfaction with Spending Time in the City,"9.62
Very Low",Very Low
Estonia,Dissatisfaction with Green and Parks in the City,"18.28
Very Low",Very Low
Eswatini,Air Pollution,"12.50
Very Low",Very Low
Eswatini,Drinking Water Pollution and Inaccessibility,"40.00
Moderate",Moderate
Eswatini,Dissatisfaction with Garbage Disposal,"57.50
Moderate",Moderate
Eswatini,Dirty and Untidy,"55.00
Moderate",Moderate
Eswatini,Noise and Light Pollution,"17.50
Very Low",Very Low
Eswatini,Water Pollution,"47.50
Moderate",Moderate
Eswatini,Dissatisfaction with Spending Time in the City,"12.50
Very Low",Very Low
Eswatini,Dissatisfaction with Green and Parks in the City,"47.50
Moderate",Moderate
Ethiopia,Air Pollution,"61.19
High",High
Ethiopia,Drinking Water Pollution and Inaccessibility,"57.75
Moderate",Moderate
Ethiopia,Dissatisfaction with Garbage Disposal,"74.64
High",High
Ethiopia,Dirty and Untidy,"72.57
High",High
Ethiopia,Noise and Light Pollution,"58.70
Moderate",Moderate
Ethiopia,Water Pollution,"66.07
High",High
Ethiopia,Dissatisfaction with Spending Time in the City,"55.63
Moderate",Moderate
Ethiopia,Dissatisfaction with Green and Parks in the City,"68.75
High",High
Falkland_Islands,Air Pollution,"0.00
Very Low",Very Low
Falkland_Islands,Drinking Water Pollution and Inaccessibility,"0.00
Very Low",Very Low
Falkland_Islands,Dissatisfaction with Garbage Disposal,"8.33
Very Low",Very Low
Falkland_Islands,Dirty and Untidy,"8.33
Very Low",Very Low
Falkland_Islands,Noise and Light Pollution,"33.33
Low",Low
Falkland_Islands,Water Pollution,"0.00
Very Low",Very Low
Falkland_Islands,Dissatisfaction with Spending Time in the City,"0.00
Very Low",Very Low
Falkland_Islands,Dissatisfaction with Green and Parks in the City,"0.00
Very Low",Very Low
Faroe_Islands,Air Pollution,"0.00
Very Low",Very Low
Faroe_Islands,Drinking Water Pollution and Inaccessibility,"1.79
Very Low",Very Low
Faroe_Islands,Dissatisfaction with Garbage Disposal,"12.50
Very Low",Very Low
Faroe_Islands,Dirty and Untidy,"5.36
Very Low",Very Low
Faroe_Islands,Noise and Light Pollution,"19.64
Very Low",Very Low
Faroe_Islands,Water Pollution,"7.14
Very Low",Very Low
Faroe_Islands,Dissatisfaction with Spending Time in the City,"0.00
Very Low",Very Low
Faroe_Islands,Dissatisfaction with Green and Parks in the City,"16.07
Very Low",Very Low
Fiji,Air Pollution,"42.76
Moderate",Moderate
Fiji,Drinking Water Pollution and Inaccessibility,"28.29
Low",Low
Fiji,Dissatisfaction with Garbage Disposal,"54.73
Moderate",Moderate
Fiji,Dirty and Untidy,"52.08
Moderate",Moderate
Fiji,Noise and Light Pollution,"46.05
Moderate",Moderate
Fiji,Water Pollution,"60.53
High",High
Fiji,Dissatisfaction with Spending Time in the City,"50.00
Moderate",Moderate
Fiji,Dissatisfaction with Green and Parks in the City,"45.00
Moderate",Moderate
Finland,Air Pollution,"7.94
Very Low",Very Low
Finland,Drinking Water Pollution and Inaccessibility,"3.09
Very Low",Very Low
Finland,Dissatisfaction with Garbage Disposal,"10.80
Very Low",Very Low
Finland,Dirty and Untidy,"17.66
Very Low",Very Low
Finland,Noise and Light Pollution,"23.29
Low",Low
Finland,Water Pollution,"12.73
Very Low",Very Low
Finland,Dissatisfaction with Spending Time in the City,"7.37
Very Low",Very Low
Finland,Dissatisfaction with Green and Parks in the City,"16.02
Very Low",Very Low
France,Air Pollution,"35.92
Low",Low
France,Drinking Water Pollution and Inaccessibility,"26.45
Low",Low
France,Dissatisfaction with Garbage Disposal,"41.17
Moderate",Moderate
France,Dirty and Untidy,"51.58
Moderate",Moderate
France,Noise and Light Pollution,"53.53
Moderate",Moderate
France,Water Pollution,"38.82
Low",Low
France,Dissatisfaction with Spending Time in the City,"31.92
Low",Low
France,Dissatisfaction with Green and Parks in the City,"38.99
Low",Low
French_Guiana,Air Pollution,"18.75
Very Low",Very Low
French_Guiana,Drinking Water Pollution and Inaccessibility,"25.00
Low",Low
French_Guiana,Dissatisfaction with Garbage Disposal,"87.50
Very High",Very High
French_Guiana,Dirty and Untidy,"87.50
Very High",Very High
French_Guiana,Noise and Light Pollution,"75.00
High",High
French_Guiana,Water Pollution,"12.50
Very Low",Very Low
French_Guiana,Dissatisfaction with Spending Time in the City,"17.31
Very Low",Very Low
French_Guiana,Dissatisfaction with Green and Parks in the City,"50.00
Moderate",Moderate
French_Polynesia,Air Pollution,"33.33
Low",Low
French_Polynesia,Drinking Water Pollution and Inaccessibility,"39.29
Low",Low
French_Polynesia,Dissatisfaction with Garbage Disposal,"53.57
Moderate",Moderate
French_Polynesia,Dirty and Untidy,"53.57
Moderate",Moderate
French_Polynesia,Noise and Light Pollution,"78.57
High",High
French_Polynesia,Water Pollution,"60.71
High",High
French_Polynesia,Dissatisfaction with Spending Time in the City,"46.43
Moderate",Moderate
French_Polynesia,Dissatisfaction with Green and Parks in the City,"46.43
Moderate",Moderate
French_Southern_Territories,Air Pollution,"15.00
Very Low",Very Low
French_Southern_Territories,Drinking Water Pollution and Inaccessibility,"25.00
Low",Low
French_Southern_Territories,Dissatisfaction with Garbage Disposal,"25.00
Low",Low
French_Southern_Territories,Dirty and Untidy,"25.00
Low",Low
French_Southern_Territories,Noise and Light Pollution,"75.00
High",High
French_Southern_Territories,Water Pollution,"100.00
Very High",Very High
French_Southern_Territories,Dissatisfaction with Spending Time in the City,"8.33
Very Low",Very Low
French_Southern_Territories,Dissatisfaction with Green and Parks in the City,"50.00
Moderate",Moderate
Gabon,Air Pollution,"55.00
Moderate",Moderate
Gabon,Drinking Water Pollution and Inaccessibility,"65.00
High",High
Gabon,Dissatisfaction with Garbage Disposal,"81.25
Very High",Very High
Gabon,Dirty and Untidy,"80.00
Very High",Very High
Gabon,Noise and Light Pollution,"15.00
Very Low",Very Low
Gabon,Water Pollution,"90.00
Very High",Very High
Gabon,Dissatisfaction with Spending Time in the City,"75.00
High",High
Gabon,Dissatisfaction with Green and Parks in the City,"87.50
Very High",Very High
Gambia,Air Pollution,"45.00
Moderate",Moderate
Gambia,Drinking Water Pollution and Inaccessibility,"70.00
High",High
Gambia,Dissatisfaction with Garbage Disposal,"70.00
High",High
Gambia,Dirty and Untidy,"80.00
Very High",Very High
Gambia,Noise and Light Pollution,"25.00
Low",Low
Gambia,Water Pollution,"56.25
Moderate",Moderate
Gambia,Dissatisfaction with Spending Time in the City,"55.00
Moderate",Moderate
Gambia,Dissatisfaction with Green and Parks in the City,"41.67
Moderate",Moderate
Georgia,Air Pollution,"68.94
High",High
Georgia,Drinking Water Pollution and Inaccessibility,"30.15
Low",Low
Georgia,Dissatisfaction with Garbage Disposal,"55.66
Moderate",Moderate
Georgia,Dirty and Untidy,"57.51
Moderate",Moderate
Georgia,Noise and Light Pollution,"60.82
High",High
Georgia,Water Pollution,"45.00
Moderate",Moderate
Georgia,Dissatisfaction with Spending Time in the City,"58.21
Moderate",Moderate
Georgia,Dissatisfaction with Green and Parks in the City,"57.94
Moderate",Moderate
Germany,Air Pollution,"24.67
Low",Low
Germany,Drinking Water Pollution and Inaccessibility,"17.63
Very Low",Very Low
Germany,Dissatisfaction with Garbage Disposal,"25.44
Low",Low
Germany,Dirty and Untidy,"35.38
Low",Low
Germany,Noise and Light Pollution,"41.89
Moderate",Moderate
Germany,Water Pollution,"22.78
Low",Low
Germany,Dissatisfaction with Spending Time in the City,"20.53
Low",Low
Germany,Dissatisfaction with Green and Parks in the City,"21.33
Low",Low
Ghana,Air Pollution,"72.18
High",High
Ghana,Drinking Water Pollution and Inaccessibility,"63.75
High",High
Ghana,Dissatisfaction with Garbage Disposal,"84.84
Very High",Very High
Ghana,Dirty and Untidy,"79.51
High",High
Ghana,Noise and Light Pollution,"72.77
High",High
Ghana,Water Pollution,"86.84
Very High",Very High
Ghana,Dissatisfaction with Spending Time in the City,"69.35
High",High
Ghana,Dissatisfaction with Green and Parks in the City,"78.02
High",High
Gibraltar,Air Pollution,"61.11
High",High
Gibraltar,Drinking Water Pollution and Inaccessibility,"19.44
Very Low",Very Low
Gibraltar,Dissatisfaction with Garbage Disposal,"16.67
Very Low",Very Low
Gibraltar,Dirty and Untidy,"27.78
Low",Low
Gibraltar,Noise and Light Pollution,"69.44
High",High
Gibraltar,Water Pollution,"38.89
Low",Low
Gibraltar,Dissatisfaction with Spending Time in the City,"44.44
Moderate",Moderate
Gibraltar,Dissatisfaction with Green and Parks in the City,"47.22
Moderate",Moderate
Greece,Air Pollution,"44.83
Moderate",Moderate
Greece,Drinking Water Pollution and Inaccessibility,"22.90
Low",Low
Greece,Dissatisfaction with Garbage Disposal,"58.14
Moderate",Moderate
Greece,Dirty and Untidy,"57.73
Moderate",Moderate
Greece,Noise and Light Pollution,"45.38
Moderate",Moderate
Greece,Water Pollution,"31.95
Low",Low
Greece,Dissatisfaction with Spending Time in the City,"34.87
Low",Low
Greece,Dissatisfaction with Green and Parks in the City,"61.54
High",High
Greenland,Air Pollution,"58.82
Moderate",Moderate
Greenland,Drinking Water Pollution and Inaccessibility,"70.59
High",High
Greenland,Dissatisfaction with Garbage Disposal,"69.12
High",High
Greenland,Dirty and Untidy,"69.12
High",High
Greenland,Noise and Light Pollution,"57.81
Moderate",Moderate
Greenland,Water Pollution,"82.35
Very High",Very High
Greenland,Dissatisfaction with Spending Time in the City,"63.24
High",High
Greenland,Dissatisfaction with Green and Parks in the City,"77.94
High",High
Grenada,Air Pollution,"43.75
Moderate",Moderate
Grenada,Drinking Water Pollution and Inaccessibility,"27.08
Low",Low
Grenada,Dissatisfaction with Garbage Disposal,"56.82
Moderate",Moderate
Grenada,Dirty and Untidy,"50.00
Moderate",Moderate
Grenada,Noise and Light Pollution,"45.83
Moderate",Moderate
Grenada,Water Pollution,"41.67
Moderate",Moderate
Grenada,Dissatisfaction with Spending Time in the City,"37.50
Low",Low
Grenada,Dissatisfaction with Green and Parks in the City,"41.67
Moderate",Moderate
Guadeloupe,Air Pollution,"100.00
Very High",Very High
Guadeloupe,Drinking Water Pollution and Inaccessibility,"25.00
Low",Low
Guadeloupe,Dissatisfaction with Garbage Disposal,"75.00
High",High
Guadeloupe,Dirty and Untidy,"50.00
Moderate",Moderate
Guadeloupe,Noise and Light Pollution,"25.00
Low",Low
Guadeloupe,Water Pollution,"0.00
Very Low",Very Low
Guadeloupe,Dissatisfaction with Spending Time in the City,"75.00
High",High
Guadeloupe,Dissatisfaction with Green and Parks in the City,"50.00
Moderate",Moderate
Guam,Air Pollution,"33.33
Low",Low
Guam,Drinking Water Pollution and Inaccessibility,"48.08
Moderate",Moderate
Guam,Dissatisfaction with Garbage Disposal,"65.38
High",High
Guam,Dirty and Untidy,"63.46
High",High
Guam,Noise and Light Pollution,"53.85
Moderate",Moderate
Guam,Water Pollution,"45.83
Moderate",Moderate
Guam,Dissatisfaction with Spending Time in the City,"38.46
Low",Low
Guam,Dissatisfaction with Green and Parks in the City,"70.83
High",High
Guatemala,Air Pollution,"63.64
High",High
Guatemala,Drinking Water Pollution and Inaccessibility,"60.58
High",High
Guatemala,Dissatisfaction with Garbage Disposal,"70.00
High",High
Guatemala,Dirty and Untidy,"65.57
High",High
Guatemala,Noise and Light Pollution,"55.66
Moderate",Moderate
Guatemala,Water Pollution,"70.67
High",High
Guatemala,Dissatisfaction with Spending Time in the City,"55.45
Moderate",Moderate
Guatemala,Dissatisfaction with Green and Parks in the City,"55.29
Moderate",Moderate
Guernsey,Air Pollution,"8.33
Very Low",Very Low
Guernsey,Drinking Water Pollution and Inaccessibility,"0.00
Very Low",Very Low
Guernsey,Dissatisfaction with Garbage Disposal,"8.33
Very Low",Very Low
Guernsey,Dirty and Untidy,"16.67
Very Low",Very Low
Guernsey,Noise and Light Pollution,"8.33
Very Low",Very Low
Guernsey,Water Pollution,"33.33
Low",Low
Guernsey,Dissatisfaction with Spending Time in the City,"0.00
Very Low",Very Low
Guernsey,Dissatisfaction with Green and Parks in the City,"8.33
Very Low",Very Low
Guinea,Air Pollution,"95.83
Very High",Very High
Guinea,Drinking Water Pollution and Inaccessibility,"79.17
High",High
Guinea,Dissatisfaction with Garbage Disposal,"100.00
Very High",Very High
Guinea,Dirty and Untidy,"95.83
Very High",Very High
Guinea,Noise and Light Pollution,"66.67
High",High
Guinea,Water Pollution,"95.00
Very High",Very High
Guinea,Dissatisfaction with Spending Time in the City,"87.50
Very High",Very High
Guinea,Dissatisfaction with Green and Parks in the City,"90.00
Very High",Very High
Guinea,Air Pollution,?,
Guinea,Drinking Water Pollution and Inaccessibility,?,
Guinea,Dissatisfaction with Garbage Disposal,?,
Guinea,Dirty and Untidy,?,
Guinea,Noise and Light Pollution,?,
Guinea,Water Pollution,?,
Guinea,Dissatisfaction with Spending Time in the City,?,
Guinea,Dissatisfaction with Green and Parks in the City,?,
Guyana,Air Pollution,"42.86
Moderate",Moderate
Guyana,Drinking Water Pollution and Inaccessibility,"46.43
Moderate",Moderate
Guyana,Dissatisfaction with Garbage Disposal,"65.38
High",High
Guyana,Dirty and Untidy,"66.67
High",High
Guyana,Noise and Light Pollution,"37.96
Low",Low
Guyana,Water Pollution,"73.15
High",High
Guyana,Dissatisfaction with Spending Time in the City,"55.56
Moderate",Moderate
Guyana,Dissatisfaction with Green and Parks in the City,"51.00
Moderate",Moderate
Haiti,Air Pollution,"77.78
High",High
Haiti,Drinking Water Pollution and Inaccessibility,"90.62
Very High",Very High
Haiti,Dissatisfaction with Garbage Disposal,"94.44
Very High",Very High
Haiti,Dirty and Untidy,"93.75
Very High",Very High
Haiti,Noise and Light Pollution,"61.11
High",High
Haiti,Water Pollution,"77.78
High",High
Haiti,Dissatisfaction with Spending Time in the City,"77.78
High",High
Haiti,Dissatisfaction with Green and Parks in the City,"81.25
Very High",Very High
Honduras,Air Pollution,"65.13
High",High
Honduras,Drinking Water Pollution and Inaccessibility,"55.65
Moderate",Moderate
Honduras,Dissatisfaction with Garbage Disposal,"77.50
High",High
Honduras,Dirty and Untidy,"79.69
High",High
Honduras,Noise and Light Pollution,"49.22
Moderate",Moderate
Honduras,Water Pollution,"71.88
High",High
Honduras,Dissatisfaction with Spending Time in the City,"59.29
Moderate",Moderate
Honduras,Dissatisfaction with Green and Parks in the City,"59.17
Moderate",Moderate
Hong_Kong,Air Pollution,"67.10
High",High
Hong_Kong,Drinking Water Pollution and Inaccessibility,"33.85
Low",Low
Hong_Kong,Dissatisfaction with Garbage Disposal,"48.43
Moderate",Moderate
Hong_Kong,Dirty and Untidy,"46.28
Moderate",Moderate
Hong_Kong,Noise and Light Pollution,"65.79
High",High
Hong_Kong,Water Pollution,"52.72
Moderate",Moderate
Hong_Kong,Dissatisfaction with Spending Time in the City,"56.51
Moderate",Moderate
Hong_Kong,Dissatisfaction with Green and Parks in the City,"48.25
Moderate",Moderate
Hungary,Air Pollution,"48.93
Moderate",Moderate
Hungary,Drinking Water Pollution and Inaccessibility,"19.30
Very Low",Very Low
Hungary,Dissatisfaction with Garbage Disposal,"34.71
Low",Low
